time,speed_rpm,current_main,current_aux,torque,temperature,ambient
0,0,0,0,-0,25,25
0.1,1171.18608886537,25.506903221748,35.6401355898196,17.8293139810343,25.2533400251698,25
0.2,1350.18815073604,13.2060480773034,14.2190302929152,4.02771633730566,25.3024566873357,25
0.3,1354.11816856253,12.7651933165611,13.7829065832569,3.91774133676723,25.3305735459151,25
0.4,1354.14552503568,12.7624073129872,13.7801799179904,3.91674854253586,25.3584830699488,25
0.5,1354.14570376315,12.7623888211908,13.7801616431084,3.91674191655857,25.3863890331601,25
0.6,1354.14570492948,12.7623886966279,13.7801615194333,3.91674187542686,25.4142928415706,25
0.7,1354.14570493717,12.762388695803,13.7801615186188,3.91674187516141,25.4421945046458,25
0.8,1354.14570493721,12.7623886957984,13.7801615186093,3.91674187515872,25.4700940226118,25
0.9,1354.14570493721,12.7623886957984,13.7801615186092,3.91674187515829,25.4979913956337,25
1,1354.14570493722,12.7623886957973,13.7801615186116,3.91674187515888,25.5258866238767,25
1.1,1354.14570493722,12.7623886957972,13.7801615186088,3.91674187515897,25.5537797075056,25
1.2,1354.14570493721,12.7623886957966,13.7801615186083,3.91674187516116,25.581670646685,25
1.3,1354.14570493722,12.7623886957996,13.7801615186096,3.91674187515896,25.60955944158,25
1.4,1354.14570493722,12.7623886957967,13.7801615186091,3.91674187515902,25.6374460923555,25
1.5,1354.17987166064,12.7717463769878,13.8233349369057,3.98118860331521,25.6653502352872,25
1.6,1354.14754320071,12.7630890663096,13.7810063466936,3.91623891404455,25.6932561845495,25
1.7,1354.14569735438,12.7623908894515,13.7801635813377,3.91674068964404,25.7211363703809,25
1.8,1354.14570483574,12.7623886992599,13.7801615202128,3.91674188099301,25.7490144432464,25
1.9,1354.14570493668,12.7623886958285,13.7801615186367,3.91674187519733,25.7768903725804,25
2,1354.14570493721,12.7623886957971,13.780161518607,3.91674187515912,25.8047641587797,25
2.1,1354.14570493722,12.7623886957946,13.7801615186136,3.91674187515702,25.8326358020132,25
2.2,1354.1457049372,12.7623886957963,13.7801615186146,3.91674187515891,25.8605053024459,25
2.3,1354.1457049372,12.762388695796,13.7801615186163,3.9167418751607,25.8883726602422,25
2.4,1354.14570493721,12.7623886957954,13.7801615186138,3.91674187515826,25.9162378755671,25
2.5,1354.1457049372,12.7623886957996,13.7801615186179,3.91674187515904,25.9441009485852,25
2.6,1354.14570493721,12.7623886957984,13.7801615186163,3.91674187515726,25.9719618794614,25
2.7,1354.1457049372,12.762388695798,13.7801615186138,3.91674187515913,25.99982066836,25
2.8,1351.62535975805,12.7728621015525,13.7633460930469,3.98696645238424,26.0276737578431,25
2.9,1354.13133030834,12.7610731236324,13.7785002361948,3.91891160323944,26.0555744370742,25
3,1354.14567999394,12.7623903005743,13.7801640426869,3.91674575851018,26.083427434723,25
3.1,1354.14570486289,12.7623887327059,13.7801615606434,3.91674186485217,26.1112776561078,25
3.2,1354.14570493611,12.7623886959742,13.7801615187893,3.91674187514333,26.1391257342712,25
3.3,1354.14570493718,12.7623886957991,13.7801615186158,3.9167418751595,26.1669716714389,25
3.4,1354.14570493719,12.7623886957991,13.7801615186158,3.91674187516106,26.1948154677819,25
3.5,1354.14570493719,12.7623886957978,13.7801615186138,3.91674187515912,26.2226571234646,25
3.6,1354.1457049372,12.7623886957998,13.7801615186189,3.91674187515722,26.250496638652,25
3.7,1354.14570493721,12.7623886957982,13.7801615186171,3.91674187515742,26.2783340135085,25
3.8,1354.14570493719,12.7623886957991,13.7801615186144,3.91674187515926,26.3061692481988,25
3.9,1354.09322934882,12.7962145020577,13.8079863962669,3.8814056683934,26.3340486082568,25
4,1354.1441028431,12.7623150287293,13.7800350141005,3.91688976144148,26.3618765445126,25
4.1,1354.14569897948,12.7623886110486,13.78016140536,3.91674264204372,26.3897054131942,25
4.2,1354.14570491923,12.7623886991309,13.7801615224441,3.91674187574525,26.417532085865,25
4.3,1354.14570493706,12.7623886958129,13.7801615186393,3.91674187515848,26.4453566188638,25
4.4,1354.1457049372,12.7623886957951,13.7801615186066,3.91674187515677,26.4731790126823,25
4.5,1354.14570493718,12.7623886957889,13.7801615186057,3.91674187516275,26.5009992674862,25
4.6,1354.14570493719,12.7623886957902,13.7801615186053,3.91674187515854,26.5288173834399,25
4.7,1354.14570493718,12.7623886957958,13.7801615186127,3.91674187515965,26.5566333607078,25
4.8,1354.14570493719,12.7623886957871,13.7801615186061,3.91674187516019,26.5844471994545,25
